Homogyne_alpina	daHomAlpi1	3336973545
Honckenya_peploides	dcHonPepl1	3578196356
Hornungia_petraea	ddHorPetr1	184781611
Hottonia_palustris	ddHotPalu2	840133051
Humulus_lupulus	drHumLupu1	2520749139
Hydrocotyle_ranunculoides	drHydRanu1	612462561
Hydrocotyle_vulgaris	drHydVulg1	467225887
Hypericum_androsaemum	ddHypAndr1	402232702
Hypericum_hircinum	ddHypHirc1	447047770
Hypericum_hirsutum	ddHypHirs1	400966059
Hypericum_linariifolium	ddHypLina1	341274546
Hypericum_maculatum	ddHypMacu1	360590428
Hypericum_perforatum	ddHypPerf1	396736466
Hypericum_pulchrum	ddHypPulc1	421939750
Hypericum_tetrapterum	ddHypTetr1	348380523
Hypochaeris_maculata	daHypMacu1	3788550981
Hypochaeris_radicata	daHypRadi1	1281076369
Ilex_aquifolium	drIleAqui2	815641058
Illecebrum_verticillatum	dcIllVert1	376381193
Impatiens_glandulifera	ddImpGlad1	828747459
Impatiens_noli_tangere	ddImpNoli1	643692426
Impatiens_parviflora	ddImpParv1	1980836078
Inula_conyza	daInuConz1	1695964217
Inula_salicina	daInuSali1	1546791016
Jacobaea_erucifolia	daJacEruc1	637745330
Jacobaea_maritima	daJacMari1	1114962839
Jacobaea_vulgaris	daJacVulg1	1988805428
Jasione_montana	daJasMont1	1352354727
Kali_turgidum	dcKalTurg1	958772287
Kalmia_procumbens	ddKalProc1	489553423
Kickxia_elatine	daKicElat1	492677668
Knautia_arvensis	daKnaArve1	3254629072
Laburnum_anagyroides	drLabAnag1	1226872566
Lactuca_saligna	daLacSali1	2332149741
Lactuca_serriola	daLacSerr1	2843020508
Lamium_album	daLamAlbu1	828102115
Lamium_amplexicaule	daLamAmpl1	650478546
Lamium_galeobdolon	daLamGalo1	2800426778
Lamium_purpureum	daLamPurp1	654474078
Lapsana_communis	daLapComm1	1055441997
Lathraea_clandestina	daLatClan1	25700081
Lathraea_squamaria	daLatSqua1	274560532
Lathyrus_aphaca	drLatApha1	2134578454
Lathyrus_latifolius	drLatLati1	655847172
Lathyrus_linifolius	drLatLini1	5343471255
Lathyrus_nissolia	drLatNiss1	1962828059
Lathyrus_pratensis	drLatPrat1	23228681780
Lathyrus_sylvestris	drLatSylv1	1053961106
Leontodon_hispidus	daLeoHisp1	2048793038
Leontodon_saxatilis	daLeoSaxa1	215871742
Lepidium_campestre	ddLepCamp1	211647143
Lepidium_didymum	ddLepDidy1	195655729
Lepidium_draba	ddLepDrab1	436622904
Lepidium_latifolium	ddLepLati1	381051442
Leucanthemum_vulgare	daLeuVulg1	4680304324
Levisticum_officinale	drLevOffi1	4404862542
Ligusticum_scoticum	drLigScot1	709696083
Ligustrum_vulgare	daLigVulg1	1579918002
Limonium_binervosum	dcLimBine1	1435099019
Limosella_aquatica	daLimAqua2	370271435
Limosella_aquatica	daLimAqua3	880663314
Linaria_purpurea	daLinPurp1	902086405
Linaria_vulgaris	daLinVulg1	831725333
Linnaea_borealis	daLinBore1	832922258
Linum_bienne	ddLinBien1	533922349
Linum_catharticum	ddLinCath4	597858349
Lithospermum_officinale	daLitOffi1	544594474
Littorella_uniflora	daLitUnif1	12383599
Lobelia_dortmanna	daLobDort1	905817671
Lobelia_urens	daLobUren4	459287537
Logfia_minima	daLogMini1	281467773
Lonicera_periclymenum	daLonPeri1	891222756
Lotus_corniculatus	drLotCorn1	733147244
Lotus_corniculatus	drLotCorn2	522521166
Lotus_pedunculatus	drLotPedu2	161098329
Lotus_pedunculatus	drLotPedu3	523570004
Ludwigia_grandiflora	drLudGran1	478064279
Lunaria_annua	ddLunAnnu1	476462788
Lycopus_europaeus	daLycEuro1	476390746
Lysimachia_nemorum	ddLysNemo1	1176887989
Lysimachia_nummularia	ddLysNumm1	290764406
